{'time': 1668258000, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 6, 'rTemp': 5, 'wSpeed': 4.44, 'wDir': 11, 'Hum': 27}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 4.94, 'rTemp': 2.01, 'wSpeed': 3.63, 'wDir': 12, 'Hum': 26}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 6.5, 'rTemp': 2.6, 'wSpeed': 4.56, 'wDir': 0.0, 'Hum': 37}]}
{'time': 1668697200, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4, 'rTemp': 3, 'wSpeed': 0.56, 'wDir': 24, 'Hum': 89}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'scattered clouds', 'Id': 1, 'Temp': 1.94, 'rTemp': 1.94, 'wSpeed': 0.81, 'wDir': 1, 'Hum': 38}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 7.8, 'rTemp': 7.0, 'wSpeed': 2.19, 'wDir': 23.0, 'Hum': 72}]}
{'time': 1668700800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4, 'rTemp': 2, 'wSpeed': 0.56, 'wDir': 79, 'Hum': 91}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': 0.94, 'rTemp': 0.94, 'wSpeed': 1.22, 'wDir': 4, 'Hum': 39}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 6.5, 'rTemp': 5.6, 'wSpeed': 2.31, 'wDir': 0.0, 'Hum': 77}]}
{'time': 1668704400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4, 'rTemp': 2, 'wSpeed': 1.39, 'wDir': 20, 'Hum': 93}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': 1.94, 'rTemp': 0.18, 'wSpeed': 1.7, 'wDir': 21, 'Hum': 39}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 5.3, 'rTemp': 4.1, 'wSpeed': 2.36, 'wDir': 0.0, 'Hum': 80}]}
{'time': 1668708000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 5, 'rTemp': 4, 'wSpeed': 1.67, 'wDir': 48, 'Hum': 91}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': 0.94, 'rTemp': -1.25, 'wSpeed': 1.91, 'wDir': 25, 'Hum': 40}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4.0, 'rTemp': 2.7, 'wSpeed': 2.44, 'wDir': 338.0, 'Hum': 81}]}
{'time': 1668711600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4, 'rTemp': 2, 'wSpeed': 0.56, 'wDir': 39, 'Hum': 91}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 0.94, 'rTemp': -0.9, 'wSpeed': 1.65, 'wDir': 19, 'Hum': 43}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4.4, 'rTemp': 2.8, 'wSpeed': 2.56, 'wDir': 338.0, 'Hum': 79}]}
{'time': 1668715200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 4, 'rTemp': 6, 'wSpeed': 0.56, 'wDir': 62, 'Hum': 92}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 1.94, 'rTemp': 0.33, 'wSpeed': 1.59, 'wDir': 18, 'Hum': 45}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4.7, 'rTemp': 3.1, 'wSpeed': 2.56, 'wDir': 338.0, 'Hum': 78}]}
{'time': 1668718800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4, 'rTemp': 2, 'wSpeed': 0.56, 'wDir': 25, 'Hum': 92}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 1.94, 'rTemp': 0.07, 'wSpeed': 1.78, 'wDir': 35, 'Hum': 45}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4.9, 'rTemp': 3.7, 'wSpeed': 2.44, 'wDir': 0.0, 'Hum': 77}]}
{'time': 1668722400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4, 'rTemp': 2, 'wSpeed': 1.11, 'wDir': 25, 'Hum': 93}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 1.94, 'rTemp': 0.47, 'wSpeed': 1.49, 'wDir': 36, 'Hum': 46}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 7.6, 'rTemp': 6.6, 'wSpeed': 2.36, 'wDir': 0.0, 'Hum': 64}]}
{'time': 1668726000, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 4, 'rTemp': 2, 'wSpeed': 0.56, 'wDir': 56, 'Hum': 93}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 0.94, 'rTemp': -0.89, 'wSpeed': 1.64, 'wDir': 40, 'Hum': 46}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 8.2, 'rTemp': 7.3, 'wSpeed': 2.31, 'wDir': 0.0, 'Hum': 67}]}
{'time': 1668729600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 4, 'rTemp': 3, 'wSpeed': 1.11, 'wDir': 108, 'Hum': 87}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 1.94, 'rTemp': 1.94, 'wSpeed': 1.29, 'wDir': 35, 'Hum': 45}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 8.9, 'rTemp': 8.2, 'wSpeed': 2.19, 'wDir': 315.0, 'Hum': 65}]}
{'time': 1668733200, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 5, 'rTemp': 4, 'wSpeed': 0.56, 'wDir': 28, 'Hum': 86}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 3.94, 'rTemp': 2.42, 'wSpeed': 1.75, 'wDir': 60, 'Hum': 44}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9.5, 'rTemp': 9.1, 'wSpeed': 2.25, 'wDir': 315.0, 'Hum': 62}]}
{'time': 1668736800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 7, 'rTemp': 12, 'wSpeed': 1.67, 'wDir': 26, 'Hum': 72}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 6.77, 'wSpeed': 2.03, 'wDir': 57, 'Hum': 43}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10.1, 'rTemp': 9.9, 'wSpeed': 2.36, 'wDir': 338.0, 'Hum': 58}]}
{'time': 1668740400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 8, 'rTemp': 7, 'wSpeed': 0.56, 'wDir': 26, 'Hum': 71}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 9.94, 'rTemp': 8.76, 'wSpeed': 2.49, 'wDir': 71, 'Hum': 42}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10.7, 'rTemp': 10.4, 'wSpeed': 2.61, 'wDir': 0.0, 'Hum': 54}]}
{'time': 1668744000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10, 'rTemp': 12, 'wSpeed': 1.67, 'wDir': 48, 'Hum': 55}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 10.94, 'rTemp': 9.26, 'wSpeed': 2.28, 'wDir': 84, 'Hum': 45}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11.3, 'rTemp': 11.2, 'wSpeed': 2.61, 'wDir': 23.0, 'Hum': 50}]}
{'time': 1668747600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11, 'rTemp': 10, 'wSpeed': 1.67, 'wDir': 54, 'Hum': 52}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 10.94, 'rTemp': 9.29, 'wSpeed': 2.17, 'wDir': 92, 'Hum': 46}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11.5, 'rTemp': 11.5, 'wSpeed': 2.56, 'wDir': 23.0, 'Hum': 45}]}
{'time': 1668751200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11, 'rTemp': 10, 'wSpeed': 1.67, 'wDir': 79, 'Hum': 52}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 11.94, 'rTemp': 10.44, 'wSpeed': 2.17, 'wDir': 90, 'Hum': 48}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11.7, 'rTemp': 11.6, 'wSpeed': 2.61, 'wDir': 23.0, 'Hum': 41}]}
{'time': 1668751200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11, 'rTemp': 10, 'wSpeed': 1.67, 'wDir': 79, 'Hum': 52}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 11.94, 'rTemp': 10.44, 'wSpeed': 2.17, 'wDir': 90, 'Hum': 48}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11.7, 'rTemp': 11.6, 'wSpeed': 2.61, 'wDir': 23.0, 'Hum': 41}]}
{'time': 1668754800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '霾', 'Id': 5, 'Temp': 11, 'rTemp': 13, 'wSpeed': 1.11, 'wDir': 43, 'Hum': 52}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 11.94, 'rTemp': 10.5, 'wSpeed': 2.2, 'wDir': 97, 'Hum': 50}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 12.0, 'rTemp': 11.6, 'wSpeed': 2.72, 'wDir': 45.0, 'Hum': 41}]}
{'time': 1668758400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11, 'rTemp': 10, 'wSpeed': 0.56, 'wDir': 77, 'Hum': 54}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 10.94, 'rTemp': 9.45, 'wSpeed': 2.23, 'wDir': 94, 'Hum': 52}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11.5, 'rTemp': 10.5, 'wSpeed': 3.03, 'wDir': 45.0, 'Hum': 45}]}
{'time': 1668762000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10, 'rTemp': 9, 'wSpeed': 0.56, 'wDir': 62, 'Hum': 58}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'light rain', 'Id': 3, 'Temp': 9.94, 'rTemp': 9.24, 'wSpeed': 1.86, 'wDir': 82, 'Hum': 55}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 11.0, 'rTemp': 9.2, 'wSpeed': 3.44, 'wDir': 45.0, 'Hum': 50}]}
{'time': 1668765600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10, 'rTemp': 12, 'wSpeed': 0.56, 'wDir': 34, 'Hum': 60}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 9.94, 'rTemp': 9.26, 'wSpeed': 1.84, 'wDir': 82, 'Hum': 55}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10.5, 'rTemp': 8.4, 'wSpeed': 3.44, 'wDir': 45.0, 'Hum': 55}]}
{'time': 1668769200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 12, 'wSpeed': 0.56, 'wDir': 346, 'Hum': 67}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.07, 'wSpeed': 1.71, 'wDir': 96, 'Hum': 56}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 10.0, 'rTemp': 8.7, 'wSpeed': 2.67, 'wDir': 90.0, 'Hum': 58}]}
{'time': 1668772800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 8, 'wSpeed': 1.39, 'wDir': 88, 'Hum': 67}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 8.94, 'rTemp': 8.23, 'wSpeed': 1.7, 'wDir': 103, 'Hum': 56}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 9.5, 'rTemp': 8.1, 'wSpeed': 2.72, 'wDir': 23.0, 'Hum': 58}]}
{'time': 1668776400, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 10, 'wSpeed': 0.56, 'wDir': 51, 'Hum': 63}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'light rain', 'Id': 3, 'Temp': 7.94, 'rTemp': 7.04, 'wSpeed': 1.74, 'wDir': 117, 'Hum': 58}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 9.1, 'rTemp': 7.7, 'wSpeed': 2.72, 'wDir': 45.0, 'Hum': 59}]}
{'time': 1668780000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 10, 'wSpeed': 0.28, 'wDir': 123, 'Hum': 65}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 8.94, 'rTemp': 8.26, 'wSpeed': 1.67, 'wDir': 120, 'Hum': 60}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 9.0, 'rTemp': 6.4, 'wSpeed': 2.72, 'wDir': 45.0, 'Hum': 61}]}
{'time': 1668783600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10, 'rTemp': 9, 'wSpeed': 1.11, 'wDir': 121, 'Hum': 68}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.23, 'wSpeed': 1.56, 'wDir': 115, 'Hum': 62}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8.8, 'rTemp': 6.5, 'wSpeed': 2.56, 'wDir': 45.0, 'Hum': 65}]}
{'time': 1668787200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 10, 'rTemp': 9, 'wSpeed': 0.56, 'wDir': 68, 'Hum': 69}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.35, 'wSpeed': 1.46, 'wDir': 123, 'Hum': 64}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8.7, 'rTemp': 6.5, 'wSpeed': 2.44, 'wDir': 45.0, 'Hum': 69}]}
{'time': 1668790800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 8, 'wSpeed': 0.56, 'wDir': 99, 'Hum': 72}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 8.94, 'rTemp': 8.94, 'wSpeed': 0.93, 'wDir': 107, 'Hum': 66}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8.5, 'rTemp': 7.6, 'wSpeed': 2.36, 'wDir': 45.0, 'Hum': 72}]}
{'time': 1668794400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 8, 'wSpeed': 0.56, 'wDir': 80, 'Hum': 74}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.94, 'wSpeed': 1.02, 'wDir': 76, 'Hum': 66}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8.4, 'rTemp': 7.6, 'wSpeed': 2.25, 'wDir': 23.0, 'Hum': 74}]}
{'time': 1668798000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 9, 'rTemp': 8, 'wSpeed': 0.83, 'wDir': 80, 'Hum': 71}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.94, 'wSpeed': 0.95, 'wDir': 46, 'Hum': 67}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 8.2, 'rTemp': 7.4, 'wSpeed': 2.25, 'wDir': 23.0, 'Hum': 76}]}
{'time': 1668801600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8, 'rTemp': 9, 'wSpeed': 0.83, 'wDir': 50, 'Hum': 75}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.94, 'wSpeed': 1.08, 'wDir': 43, 'Hum': 68}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 7.4, 'rTemp': 6.6, 'wSpeed': 2.25, 'wDir': 0.0, 'Hum': 79}]}
{'time': 1668805200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8, 'rTemp': 8, 'wSpeed': 1.11, 'wDir': 105, 'Hum': 79}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.94, 'wSpeed': 0.78, 'wDir': 54, 'Hum': 69}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 6.5, 'rTemp': 5.6, 'wSpeed': 2.31, 'wDir': 0.0, 'Hum': 82}]}
{'time': 1668808800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 8, 'rTemp': 7, 'wSpeed': 0.56, 'wDir': 62, 'Hum': 77}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.94, 'wSpeed': 0.82, 'wDir': 359, 'Hum': 70}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 5.5, 'rTemp': 4.4, 'wSpeed': 2.36, 'wDir': 0.0, 'Hum': 86}]}
{'time': 1668812400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 8, 'rTemp': 7, 'wSpeed': 0.28, 'wDir': 357, 'Hum': 79}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'scattered clouds', 'Id': 1, 'Temp': 7.94, 'rTemp': 7.94, 'wSpeed': 0.33, 'wDir': 1, 'Hum': 71}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '阴', 'Id': 1, 'Temp': 5.3, 'rTemp': 4.0, 'wSpeed': 2.44, 'wDir': 338.0, 'Hum': 100}]}
{'time': 1668816000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 7, 'rTemp': 4, 'wSpeed': 0.28, 'wDir': 48, 'Hum': 78}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'scattered clouds', 'Id': 1, 'Temp': 6.94, 'rTemp': 6.94, 'wSpeed': 0.27, 'wDir': 325, 'Hum': 69}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 4.0, 'rTemp': 2.7, 'wSpeed': 2.44, 'wDir': 45.0, 'Hum': 100}]}
{'time': 1668819600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8, 'rTemp': 7, 'wSpeed': 0.56, 'wDir': 160, 'Hum': 80}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 6.94, 'rTemp': 6.94, 'wSpeed': 0.45, 'wDir': 319, 'Hum': 64}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 5.6, 'rTemp': 4.4, 'wSpeed': 2.67, 'wDir': 23.0, 'Hum': 99}]}
{'time': 1668823200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 10, 'rTemp': 9, 'wSpeed': 0.56, 'wDir': 225, 'Hum': 72}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 10.94, 'rTemp': 9.63, 'wSpeed': 0.5, 'wDir': 331, 'Hum': 59}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 7.2, 'rTemp': 7.1, 'wSpeed': 2.36, 'wDir': 0.0, 'Hum': 94}]}
{'time': 1668826800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 11, 'rTemp': 10, 'wSpeed': 1.11, 'wDir': 180, 'Hum': 67}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 10.94, 'rTemp': 9.5, 'wSpeed': 0.23, 'wDir': 313, 'Hum': 54}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 8.8, 'rTemp': 10.1, 'wSpeed': 1.89, 'wDir': 315.0, 'Hum': 86}]}
{'time': 1668830400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 12, 'rTemp': 13, 'wSpeed': 1.39, 'wDir': 99, 'Hum': 62}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 12.94, 'rTemp': 11.54, 'wSpeed': 0.43, 'wDir': 167, 'Hum': 48}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 10.3, 'rTemp': 12.3, 'wSpeed': 1.72, 'wDir': 225.0, 'Hum': 77}]}
{'time': 1668834000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 13, 'rTemp': 12, 'wSpeed': 1.11, 'wDir': 211, 'Hum': 60}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 12.94, 'rTemp': 11.44, 'wSpeed': 1.21, 'wDir': 175, 'Hum': 44}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 11.8, 'rTemp': 14.1, 'wSpeed': 2.25, 'wDir': 225.0, 'Hum': 67}]}
{'time': 1668837600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '霾', 'Id': 5, 'Temp': 14, 'rTemp': 16, 'wSpeed': 1.67, 'wDir': 264, 'Hum': 56}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 14.94, 'rTemp': 13.61, 'wSpeed': 1.69, 'wDir': 182, 'Hum': 43}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 13.3, 'rTemp': 14.3, 'wSpeed': 2.97, 'wDir': 203.0, 'Hum': 60}]}
{'time': 1668841200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '霾', 'Id': 5, 'Temp': 13, 'rTemp': 18, 'wSpeed': 1.67, 'wDir': 200, 'Hum': 59}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 14.94, 'rTemp': 13.61, 'wSpeed': 1.99, 'wDir': 177, 'Hum': 43}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 15.0, 'rTemp': 15.3, 'wSpeed': 3.44, 'wDir': 203.0, 'Hum': 58}]}
